,caseid,tname,tid
207657,2724,SNUADC/PLETH,dbd3a5dbc12ad14d51ab2ea3c5e71556617c2e0b
207658,2724,Solar8000/ART_DBP,5e4fa1a373f6435c4482b5361aeee64ccdccaeb2
207659,2724,Solar8000/ART_MBP,e636c104c2c7890dacddc5c4c98184c0485d841b
207660,2724,Solar8000/ART_SBP,6ae99a01379e19ef94c10344c7de9c5ce13f4dc2
207796,2727,SNUADC/PLETH,58ee2923783b26f60e2e3deeb32e47111801b173
207797,2727,Solar8000/ART_DBP,5bff519b3e0947051ef72cebafca729bff0db56c
207798,2727,Solar8000/ART_MBP,0122d286626c4e95e5050d6e143fbd1d5c5a4d39
207799,2727,Solar8000/ART_SBP,724a5e97e77a18bb86b45919e6cab50423207b59
208087,2731,SNUADC/PLETH,ffa468fb977090d2e12fb64c393256a7bf13b74e
208088,2731,Solar8000/ART_DBP,0bf2a00b8d1a03383ffcc4925c782b5439f1298f
208089,2731,Solar8000/ART_MBP,fdc4f7242a15b02ba4c2bce9a4a8adf129965e02
208090,2731,Solar8000/ART_SBP,824176c1de50f9f35186fea687553f3e254345ee
208170,2732,SNUADC/PLETH,f43d9a993b1a5e557fa4adf74802eccc535a16ef
208171,2732,Solar8000/ART_DBP,16ba223a78e14f1ecedab7363ddcfb3ad0b0da52
208172,2732,Solar8000/ART_MBP,9e1d53b784f4894e0c7c79775b74483b1b8d61e3
208173,2732,Solar8000/ART_SBP,e3d81f4a7e0b7872d4558640786c295f1d0c2ee9
208248,2733,SNUADC/PLETH,5495e53f41ec1873ca2e8d7d8d94e5742142a1de
208249,2733,Solar8000/ART_DBP,c9dcb93e843dfaefa882394edfdc1672ea277993
208250,2733,Solar8000/ART_MBP,6a364f00e9a71cdad84aeaab8332677448672def
208251,2733,Solar8000/ART_SBP,b0cd5250e8e46dbdec4df0ac45f8fcd9dd566b53
208415,2735,SNUADC/PLETH,15a65c4709b298a5f8ce93c2a0528785b3f9e7c4
208416,2735,Solar8000/ART_DBP,ad12b3112fced4acf64617950fd4039a5ac65a34
208417,2735,Solar8000/ART_MBP,b159b6c996cad3bbbebad80cfae3598386d89de2
208418,2735,Solar8000/ART_SBP,6d0aca47b9b28163d588bb380e14b8e9e43add68
208500,2736,SNUADC/PLETH,1bb4cc126671aac25e2da65f754958b5e335f309
208501,2736,Solar8000/ART_DBP,4577479cfedf25ffa9d31fcf06d8db6ec737b0a5
208502,2736,Solar8000/ART_MBP,a5169ca37e3eb98ad03957593c60f934288369b9
208503,2736,Solar8000/ART_SBP,9bc2d967a16940f84d97a1c170e2e5437357e397
208833,2740,SNUADC/PLETH,58ad90af5c57b6961a0c556e9e595cfe5cdcea0d
208834,2740,Solar8000/ART_DBP,025c18de1a1d5438065541d338d9d73ec326d1de
208835,2740,Solar8000/ART_MBP,e7729aecd69b89f8139ca95128b183c340815887
208836,2740,Solar8000/ART_SBP,6224a8577b247ac9552441385babefa43124bb43
208910,2741,SNUADC/PLETH,6ccb7d83f7900fa3fb2993cac1e2ced1c5e6c0ba
208911,2741,Solar8000/ART_DBP,831c598f48b1db78eb6f633673812c2faede4368
208912,2741,Solar8000/ART_MBP,6e7aa68dfcef55fbf34e0bdae8a8f4af87d9c54d
208913,2741,Solar8000/ART_SBP,cca0f206c88c180cfd760b3e2394a92ddeb9251c
208991,2742,SNUADC/PLETH,b4f25ff07cef64131e43252d86b10f9b31a9997d
208992,2742,Solar8000/ART_DBP,f27d8923fde3518d773f49a70ad56e2283d2733e
208993,2742,Solar8000/ART_MBP,59d548d35e2cb109100447f9fa23e845f90be5e5
208994,2742,Solar8000/ART_SBP,fcef346bff58c0ab8ce09d1c4935384c548b13ed
209124,2744,SNUADC/PLETH,f69b3d608a5127124b419e0e9569f3e3fc0e9b53
209125,2744,Solar8000/ART_DBP,0c19414d3547da632fb1d8fd6f591b667eede2bb
209126,2744,Solar8000/ART_MBP,30d5998cb11067735f72b54f24c6c4cea952ae1b
209127,2744,Solar8000/ART_SBP,7867245b952a17ae65174c930c7d575fa48f6133
209288,2746,SNUADC/PLETH,ad7feca33c60dec2a8f8849be001ea696a12a074
209289,2746,Solar8000/ART_DBP,cc47b03bad7c31530d3ae56534aeb421d7e2be7e
209290,2746,Solar8000/ART_MBP,3734d8d59b2b10438d6081edd311e29a2d0b33ac
209291,2746,Solar8000/ART_SBP,18b5b351d0356c8cd23cc9add4772cb46cbdd827
209374,2747,SNUADC/PLETH,be19a5b6981864e7413494bad4d70b4deee85d9e
209375,2747,Solar8000/ART_DBP,b0ae8979173e2f4e14c0073f87e4624b2e5d12ae
209376,2747,Solar8000/ART_MBP,7e73df85133bd7265e392ac8e7fb033c08ba9424
209377,2747,Solar8000/ART_SBP,3506d9e905f228244fd8ece7fd9d1312c069bf72
209535,2749,SNUADC/PLETH,1c042764574af7dd821272226f87d58d7685f188
209536,2749,Solar8000/ART_DBP,35200f73b672b6a461d67efc8eb6d17009ee5c32
209537,2749,Solar8000/ART_MBP,a3faf3c922892d2520cd211edd2eb90dc9442197
209538,2749,Solar8000/ART_SBP,c70ce765041d61c355cc0846a5239c82f7ed2632
209614,2750,SNUADC/PLETH,8f14c45b08b2f1a8001a350c01e4c3e4d6fd2d0c
209615,2750,Solar8000/ART_DBP,bd8a8175bb99f41a0c8f00dc3b66ef38a720dcc1
209616,2750,Solar8000/ART_MBP,27eb74e227d401a57d9304398543b61c24a0dd0f
209617,2750,Solar8000/ART_SBP,6a8e2cf2390e5f32f7d4aed9c84fd5f0329b5abc
209699,2751,SNUADC/PLETH,25b3caf0365c6584ae66e5bf47c224581856e0c8
209700,2751,Solar8000/ART_DBP,11a2355c953ecb13adb6fd6872957bb08d719c1f
209701,2751,Solar8000/ART_MBP,62c68fcf720ad72dfce7f7661349be38e3e4a89e
209702,2751,Solar8000/ART_SBP,a6b40929dbb02c2f5bb242e51e2b278b0f68f2cd
209771,2752,SNUADC/PLETH,7de9d0dd21b3412a409e726f429c0cb8b71d9ebf
209772,2752,Solar8000/ART_DBP,e693325b9be18a3bd1ad144b2649398c07123a00
209773,2752,Solar8000/ART_MBP,17a2deee3ea9ccbe8f290c8a289fc19c056e82a1
209774,2752,Solar8000/ART_SBP,8e6e480063f0eba67c65ccded7795b2cbeb64cb5
209839,2753,SNUADC/PLETH,2b9d6adde99251c6c6899226e856f365feaa398e
209840,2753,Solar8000/ART_DBP,343c67371b38af0cb8328b6d7aa6093b71bf3e08
209841,2753,Solar8000/ART_MBP,89b2d55bcee6226ce486a5e496f7aa2346c5a201
209842,2753,Solar8000/ART_SBP,60daa2bc9b7d0dbd89dde8037f8ca16b3696612c
209981,2755,SNUADC/PLETH,2c2a8c2330fb9bd4ea9fe8c0c4d24ec1077f017d
209982,2755,Solar8000/ART_DBP,4ab66c5f66aaa77e99576aec5d6209caaa5979f0
209983,2755,Solar8000/ART_MBP,19c0b193c14a993fa017b52bdbbbf2f59caae378
209984,2755,Solar8000/ART_SBP,42e725e724280429800f3a956b8b5170ca71f50c
210375,2760,SNUADC/PLETH,65fb90c77141fa0b383855a96f14afffb90ba20e
210376,2760,Solar8000/ART_DBP,69430a42b33f8aab14587d4979b905c07b1311b8
210377,2760,Solar8000/ART_MBP,6d625aac882bdef0beab734a5c5e260f1cf0bbf7
210378,2760,Solar8000/ART_SBP,b323e5146392212e186d7bd8dff37249c8bc5a84
210550,2762,SNUADC/PLETH,8041327367b66d2f2abc8d90ac4ec00dac999b53
210551,2762,Solar8000/ART_DBP,3bac694a673be0bfba8b23be37e2876f36c89ab1
210552,2762,Solar8000/ART_MBP,0e23f96b5de257c2cb18069e484cba7ccc31b782
210553,2762,Solar8000/ART_SBP,2a1e077b927b972ac6fbddbb42b981fd3b61a218
210629,2763,SNUADC/PLETH,f8828590bad61b251c3914d536826f4975185c89
210630,2763,Solar8000/ART_DBP,9385a09dbc2f7ffeb064dc160337a962212dc8ad
210631,2763,Solar8000/ART_MBP,edb65a09c987e58a6957c158acc4f422d7fcb16f
210632,2763,Solar8000/ART_SBP,d02d0b1dab415dd1f6a00bc0fec7f53d66d8c7e3
210704,2764,SNUADC/PLETH,59a4ef03e7cfbc6441c5d2c1285c66abc904dda0
210705,2764,Solar8000/ART_DBP,62e9ffd46d6f4db768cfe6215b13da5394430818
210706,2764,Solar8000/ART_MBP,02a03989d6215e404177ad18e82e7b1776e6de94
210707,2764,Solar8000/ART_SBP,b5340c7ca3df31e759986997b42b17dea100d108
210786,2765,SNUADC/PLETH,8cd662ec4f612f0316b4da46a3efc91744fa6760
210787,2765,Solar8000/ART_DBP,628a70d5b18bbeb1561fd43761bd77cc44a0bbf5
210788,2765,Solar8000/ART_MBP,e19a46dd5d3a3519de1165edfe2a70c5541ed7c1
210789,2765,Solar8000/ART_SBP,e05008fce5ced671f55040771d8f119a18cd705d
210869,2766,SNUADC/PLETH,4718ac48e487fee1c6dbf8f0b2dc75fece06fd98
210870,2766,Solar8000/ART_DBP,5e0b97fcfd630b9c78652f1ca53908b61c57b5cf
210871,2766,Solar8000/ART_MBP,d58c6edf1542a604461948dc25366c96a6235a0d
210872,2766,Solar8000/ART_SBP,0adf0406df97651bad8a33959edc394534b90c20
211050,2769,SNUADC/PLETH,c1aea67a1e132f9ca1967bb07d834b65d1dc81d9
211051,2769,Solar8000/ART_DBP,a04f4bfb953c37a07b609fe997c9d1e81f28da7f
211052,2769,Solar8000/ART_MBP,a062a10dac850a16303df3d6cc3f47a018babd6a
211053,2769,Solar8000/ART_SBP,febabbf2e6864762cdffaf0c7a7cfd0b2494183b
211437,2774,SNUADC/PLETH,10d4a36dfb6b13f20763b209965ec58312d2a226
211438,2774,Solar8000/ART_DBP,4513cbc649bd42b3e29da2838f0b27269d372bc2
211439,2774,Solar8000/ART_MBP,e185fd67358349c69f013e6afe452e6c5bde9a8a
211440,2774,Solar8000/ART_SBP,10f8f88e81e1bc8066b1f70ee625448a37d16c60
211518,2775,SNUADC/PLETH,11ca4aaf3c6715ffcb65f07cf179cdd01d955bdf
211519,2775,Solar8000/ART_DBP,66695de349e38aa8ee7c555528db2fbc58a7f841
211520,2775,Solar8000/ART_MBP,e56d85e98e749844460ea67134cd19742846b645
211521,2775,Solar8000/ART_SBP,f78d1259e75b78febeb04f6778d579854730c3f7
211589,2776,SNUADC/PLETH,ebbec2ca096e419fed7f35b4e78683f68b5ff4a2
211590,2776,Solar8000/ART_DBP,23a903f02afb7c0289b137b67515f0bf81199320
211591,2776,Solar8000/ART_MBP,9bd43109fa092b93a87a9dd1fd74a0cb79750172
211592,2776,Solar8000/ART_SBP,6b81dd671e11e2f7a75416d7e5a96030ddc81d9a
211672,2777,SNUADC/PLETH,eac5640694853fff06e470cd59b126ca52adc9b6
211673,2777,Solar8000/ART_DBP,7dae0f638d949546895d1cdf77e4a6dff7a48ec4
211674,2777,Solar8000/ART_MBP,aafab1aaf0d426fabe535a9d40d549a4208dc02b
211675,2777,Solar8000/ART_SBP,87e4d6b7499f1a7ca2d05c9bc189c4d57c169787
211757,2778,SNUADC/PLETH,0969be5a852e6000cd9298a5a839e0c8306fc894
211758,2778,Solar8000/ART_DBP,b2bd8c5e93ddc2a61a62757592a69183e6578314
211759,2778,Solar8000/ART_MBP,68608610c7a5765b85985046bfa36469d3bcafd5
211760,2778,Solar8000/ART_SBP,348852197e8462377298d86fbb767602bbec4029
211849,2779,SNUADC/PLETH,55b5f579893d6986f0c0d5b424b7013853fb229f
211850,2779,Solar8000/ART_DBP,789a33553ada8abd3b4573af3945a8c369ff2fa3
211851,2779,Solar8000/ART_MBP,d682c4bfea2e71b88961770303139880331c1226
211852,2779,Solar8000/ART_SBP,5e2f4f325b198ac90fdcdbaed00c04c848c265f1
212001,2781,SNUADC/PLETH,79a225b41fd3869c8e637fce207b967341590446
212002,2781,Solar8000/ART_DBP,b7df5a64274e3b784bd3b2fda07792668b1b8c56
212003,2781,Solar8000/ART_MBP,4d6991aac73da05235ab7e70bd669f27442bfe60
212004,2781,Solar8000/ART_SBP,80cbd076db3eb1b6fe20a9e418a4ea22a1fc8ca0
212163,2783,SNUADC/PLETH,80efb3fad0bc7967466014e9b0bc05d25dc64325
212164,2783,Solar8000/ART_DBP,34e97fe107cfa3cb3563db15d370383a19b966b8
212165,2783,Solar8000/ART_MBP,022b372165980134e28dfb854b46ae2581c75b49
212166,2783,Solar8000/ART_SBP,5ee4a50b856290802d51aaad9c79517cf636361a
212315,2785,SNUADC/PLETH,94c92223e6eb826ddf66bf605a2543e7956db663
212316,2785,Solar8000/ART_DBP,c59e805dd9f2d89c2da93485d41c6ffc062fcad3
212317,2785,Solar8000/ART_MBP,2e49ab939a32f1f821f35e9e38370cd00a9e4eab
212318,2785,Solar8000/ART_SBP,b8b2f584f27aa63a6ce1864af7d1140da1e0ed0a
212481,2788,SNUADC/PLETH,a249ecbc1b7d17f7074217806f368f5e8f7c99b1
212482,2788,Solar8000/ART_DBP,c80b30414a9c2c147e990cb654306753a009426f
212483,2788,Solar8000/ART_MBP,1cce4c761bd1cc8a4d327d50fd2cd3b847f851bf
212484,2788,Solar8000/ART_SBP,76da27529ce38a9dd4de7a4a19ee23402ef3ca5c
213001,2795,SNUADC/PLETH,aaf0d63d56e2749514a03782b9cccc301487f5d6
213002,2795,Solar8000/ART_DBP,131a512c20ffe3b1748d5b212197884fb259f60b
213003,2795,Solar8000/ART_MBP,6ee0db49491ebfac50f036ffa1bcd6dac7d29ffa
213004,2795,Solar8000/ART_SBP,772af3a6337862f22a5ec6d152c2ddbf11fb8579
213305,2799,SNUADC/PLETH,a91e04db474724fe0fb3c62b2e5791c6d521a6c9
213306,2799,Solar8000/ART_DBP,a09ea0a3a43b1c8936d36f1a01e59b0030effe5b
213307,2799,Solar8000/ART_MBP,d3cfa83392d20b123333dc4bd5dee5b89a6f8ea8
213308,2799,Solar8000/ART_SBP,7acfbfb861ed8b5eb1adc094de34a31e6fabcb55
213379,2800,SNUADC/PLETH,9bfa22972e00ad984b6bd7de9f7f25c6642d4ea6
213380,2800,Solar8000/ART_DBP,439d79bcd98b17fee348f0b06c76b2026f33bde9
213381,2800,Solar8000/ART_MBP,5ede0ad5a44da5e60f5498043e0f1486c64aaa53
213382,2800,Solar8000/ART_SBP,7a8cd3547313e7f6f806ad4ec6f271f4530a0896
213451,2801,SNUADC/PLETH,a9a6bd6ef1c7ae3f307dc9beec5ca2a623a4d1cd
213452,2801,Solar8000/ART_DBP,b92a967bbd41b323cf256a13c8a9264fc3a0bc59
213453,2801,Solar8000/ART_MBP,dcc03c8b83df00b843d6c4329536fa87696dec4d
213454,2801,Solar8000/ART_SBP,778f2ae6ab73f698d5baca4151c0446512877be8
213610,2803,SNUADC/PLETH,e856227f5f88f18c0ba56426b6689e4a01134719
213611,2803,Solar8000/ART_DBP,2a9997516f9c335ec832e430652c77cbda5dad01
213612,2803,Solar8000/ART_MBP,8164d34540c7913ab43d90f817556d702ff93511
213613,2803,Solar8000/ART_SBP,5cf72f67e1c338a4fe38779de1fa6b018b4c472b
213683,2804,SNUADC/PLETH,83a7179419fe1c24be61e234f8ca31aa553fe0eb
213684,2804,Solar8000/ART_DBP,ed665dde7c29a67547f7ab1a4085bdb28ecc2c54
213685,2804,Solar8000/ART_MBP,16c635e8823e494b5c7d0ee60399f397dcc98489
213686,2804,Solar8000/ART_SBP,f9415143e1bc9f60b95acf118a435c289ad2d6bf
213847,2806,SNUADC/PLETH,cd8920ae453454acd490358fe8aa794e2e3850da
213848,2806,Solar8000/ART_DBP,b97a05d51d0e73eb4054bea8afaa548be239a8ed
213849,2806,Solar8000/ART_MBP,c115252ff5d9d780e1cee44896dfbf19b5869ddb
213850,2806,Solar8000/ART_SBP,13f889f818d67e18205cb6f021e714c642b86b78
213924,2807,SNUADC/PLETH,4b8ab89ec39081a153d17164191ac231688a0ee3
213925,2807,Solar8000/ART_DBP,5b9da32a08281e6d6ba21c81dc9ef3aea28ae005
213926,2807,Solar8000/ART_MBP,523942a68e2d00a16096945b57ff174ffc9aba10
213927,2807,Solar8000/ART_SBP,dfdec4aee7934e58aef8ce12648f908ccd96ca5e
213992,2808,SNUADC/PLETH,2398e3f2b3b2696b0ebe82efdcef990dc1034124
213993,2808,Solar8000/ART_DBP,2bc259d74ccb6041b03ad72948803adf262ef991
213994,2808,Solar8000/ART_MBP,0ad7c3b33ea00d188b51568097c71fbac6a55996
213995,2808,Solar8000/ART_SBP,504a64793e4ccdd184ca1b9a56bd2278fbc7e6f9
214076,2809,SNUADC/PLETH,087ea1571a280c6f39e1fea8729771d358a59e26
214077,2809,Solar8000/ART_DBP,78d07150d974a9b055ddf1b808019bf647fd8c1c
214078,2809,Solar8000/ART_MBP,049665c772e2b279c5d9bd7185dcdcf32f856c18
214079,2809,Solar8000/ART_SBP,222131e04a9fa799a09ba74808a495c26190c8be
214244,2812,SNUADC/PLETH,3f15328812ad7215f23482dfabee87b0db9460ec
214245,2812,Solar8000/ART_DBP,63b6d52b186a7fac2cf7c479092b057f271a6c8e
214246,2812,Solar8000/ART_MBP,cce8202967e0c4b329b7fa0226a6bbaea1859a48
214247,2812,Solar8000/ART_SBP,bc071a8580f62fce27cde8620cf5be3717b5e8c1
214357,2814,SNUADC/PLETH,4064cdfc0fc304b11869b5dcbfaceca7cea9002c
214358,2814,Solar8000/ART_DBP,5c70e60f8fb2c0796cd41cde3c1ec282aa8f6c34
214359,2814,Solar8000/ART_MBP,acc82fa09ef420634a736ea213024cf9f3500174
214360,2814,Solar8000/ART_SBP,7e75b6e360f313efac13e286f3107b09de073269
214433,2815,SNUADC/PLETH,b809658f03ac75279b91d9d42ad4049e567ae2ad
214434,2815,Solar8000/ART_DBP,87aa314e824e094ce6a610f1a7c8504b7d039cd9
214435,2815,Solar8000/ART_MBP,0b1336175cc575ca3af1f49032393daee45470a8
214436,2815,Solar8000/ART_SBP,a0829cb1e639263df8c7f391d40831a37b9e8fd0
214730,2819,SNUADC/PLETH,9f9c318f8b155c1047e5d100bedad1ca4f7e8f12
214731,2819,Solar8000/ART_DBP,41dd497e75709350f56334ce13af69523883c505
214732,2819,Solar8000/ART_MBP,74d17e0199c2afbb8c50aaa53322919eab12724a
214733,2819,Solar8000/ART_SBP,4e56df78b9ba9830fc21474de7d8031965fe9076
214804,2820,SNUADC/PLETH,0f77f35e39a498db40ae3d0352406acb5b1858c5
214805,2820,Solar8000/ART_DBP,961fe4723efff3ae018fffe07359a242219fbb84
214806,2820,Solar8000/ART_MBP,65f0c2a2b534b85ffab8840e54da6d284d9e6754
214807,2820,Solar8000/ART_SBP,599011a8da395e9417e1c3326a6de06b402ffe51
215043,2823,SNUADC/PLETH,64f49168c10e76b32fbd16e2b52163d12888208f
215044,2823,Solar8000/ART_DBP,8ecda47f53f399e06b04fd15b83cd2e74ca5cde0
215045,2823,Solar8000/ART_MBP,658b24ccd4b9f7b74b8515cbac62f652ae993816
215046,2823,Solar8000/ART_SBP,4762fa6f573ac4cda72e253ee31dc0f6e214ef59
215117,2824,SNUADC/PLETH,577a77ab22edc0c25b704c04ce08d4901068459b
215118,2824,Solar8000/ART_DBP,02152f1cd1bbcb40a2f44c893b76d27227b09866
215119,2824,Solar8000/ART_MBP,f767db0f9f8cf7b7238b4aea79b54a2a8ebd5676
215120,2824,Solar8000/ART_SBP,7e67b8a4f8f589e6644e67e2966ba9b81084d4a7
215305,2827,SNUADC/PLETH,f788e90cdcadca12cc3210cf4b3a7ea528c783dc
215306,2827,Solar8000/ART_DBP,9057f96ad6688001514372cc60a71aa540dfab11
215307,2827,Solar8000/ART_MBP,6aa30ccc0fa67dde47bf7edb6b62abfb26e10927
215308,2827,Solar8000/ART_SBP,5433a74a08dd8f57fc19e45776da37ddce217977
215382,2828,SNUADC/PLETH,369ce17d8e4676926c707104c6a9eeb9cc40eb0c
215383,2828,Solar8000/ART_DBP,47d91854ca8762aa66e9a5dfc8fd8e5d64f2a366
215384,2828,Solar8000/ART_MBP,aa01de6c81db5b880f3d9a6d763b7def8bc9c28a
215385,2828,Solar8000/ART_SBP,d1a5184e296c429571d0dc38f5c310027a0e7ebb
215457,2829,SNUADC/PLETH,1e0770174792b04ebcb8136589e440b8f55a2de6
215458,2829,Solar8000/ART_DBP,bd8077f1765728dd7e1cb26ac6a6db37942dd7af
215459,2829,Solar8000/ART_MBP,74a7455086c2d2e3b49da5d3bf882eaf780588f7
215460,2829,Solar8000/ART_SBP,7d63cab5ffd1a8e8926f19b74e362bf967743403
215538,2830,SNUADC/PLETH,7188c35952b29e755e94dc44565e46b34c102910
215539,2830,Solar8000/ART_DBP,3017b609c2b07814cfb406904ad1bbc60cbf1148
215540,2830,Solar8000/ART_MBP,08d564995aea232950bd7e462c271a88dafb6c40
215541,2830,Solar8000/ART_SBP,ef557a6fb0290d6bce75d646f6c442c2b2c2f0e1
215881,2835,SNUADC/PLETH,8b3eb3ea5d213d7cbbdce9d866340b853331a94d
215882,2835,Solar8000/ART_DBP,154e50593b7d81ec4b0a7a5caf3f63f5b01790c6
215883,2835,Solar8000/ART_MBP,b5848ccf9a30b5cefd567c9b45204b55a8025fad
215884,2835,Solar8000/ART_SBP,dd1211d398cc4722efd1e4186cab968dcbe0bfce
215967,2836,SNUADC/PLETH,fe7de196e77e796f0f98731587f8c8eb9bdfaa1f
215968,2836,Solar8000/ART_DBP,c70de517e52a2140eb63bcc559f7325e24fcfe6c
215969,2836,Solar8000/ART_MBP,c2cc5421984283559b5a4b4c21b45c6d290b2e5a
215970,2836,Solar8000/ART_SBP,a947c16d12334ef09fafa0fad4696f6bc4c7e102
216237,2839,SNUADC/PLETH,cbc3bb938f29e771b9fc7aa1c66cdd293f22c6d0
216238,2839,Solar8000/ART_DBP,cf0fab7e8e810106f6bcfed061e43b614b32859d
216239,2839,Solar8000/ART_MBP,fc1b490d660d27a19d904bb579b410b9534c2a38
216240,2839,Solar8000/ART_SBP,68a47f198e834584359ef6fb6773a2f4770b99cb
216678,2845,SNUADC/PLETH,dc4b46c3c6ea644382c4912e8dcc7612ed30cc7d
216679,2845,Solar8000/ART_DBP,c3cb3917af6cf4cade58ecc9b69b1cf8d68d8d76
216680,2845,Solar8000/ART_MBP,e964269b61552f8c2a92d84eccd372d3514d5e8d
216681,2845,Solar8000/ART_SBP,693146a2f37ba213c3461eec916d90e459d588ed
216792,2847,SNUADC/PLETH,a375f951e2f9dd823ab391460f0c641e40eec22f
216793,2847,Solar8000/ART_DBP,5996aaa72fc79d4deca8e7ecf25ba715d2c32c3b
216794,2847,Solar8000/ART_MBP,4a568d726e4119708df054bf8f2a87f4c53c988d
216795,2847,Solar8000/ART_SBP,bbffed4d6e3a13fae0024545feb467501e188430
216873,2848,SNUADC/PLETH,3004aeb15073da4a75d089e500a2e44026fdd5b7
216874,2848,Solar8000/ART_DBP,b9458c0a71d678261ffc02e161d16cc3404e9a9f
216875,2848,Solar8000/ART_MBP,f05ede6a0726e2fed6d8b743a6f8eea512d916cc
216876,2848,Solar8000/ART_SBP,926d817278d1442fa562a15d8dc046eaf0d0661d
216951,2849,SNUADC/PLETH,ceedabecfa75efb732c7a913c6a67e18e0645a4c
216952,2849,Solar8000/ART_DBP,321c7aeefaa75180fe63d6dea902613a14b03702
216953,2849,Solar8000/ART_MBP,8be8ed646a9b8f8c63739441c0d3ecad1bfc4c24
216954,2849,Solar8000/ART_SBP,74b7ad3cca8f0119d30a859c5001a51e8b6ac67b
217044,2850,SNUADC/PLETH,c7e865d57d28df7d3fb7efe9741740c196d14171
217045,2850,Solar8000/ART_DBP,2b6ba7db90aa6b06b37e63a36428c0ae8e6d5146
217046,2850,Solar8000/ART_MBP,c548ec74f1f44249533f95963f11d23372721fdf
217047,2850,Solar8000/ART_SBP,f706095a36454528a2f0ad525c2140afa16508ea
217130,2851,SNUADC/PLETH,312643750a2e937a619ce17f1bb5cc12e0a28649
217131,2851,Solar8000/ART_DBP,b2b71ae109d4e563b25db084547331f9c67c00de
217132,2851,Solar8000/ART_MBP,4aa309e2351ad761bc401642b7b653875f3c878a
217133,2851,Solar8000/ART_SBP,4e3f654439dc887e2205ca269985bdfcb9c64b94
217349,2854,SNUADC/PLETH,81fb6d1062ba6bcb6f79605089fe2abd63a040f2
217350,2854,Solar8000/ART_DBP,2f36b72a602152b9d41e77b2c1d7c93a25452961
217351,2854,Solar8000/ART_MBP,5113b766a934c91aa7dbc2fb4566b02fc3f6e82a
217352,2854,Solar8000/ART_SBP,49f2461174dc0660024ea1e1dedc99dc69fd15ac
217593,2857,SNUADC/PLETH,717358dfed91abfe7a4b9ed26d5ecd474f5207c1
217594,2857,Solar8000/ART_DBP,17ac96bfba9755abeb94806b0760bd6b0d01e0fa
217595,2857,Solar8000/ART_MBP,22c68a9b7c07c6d4c4135f9043ef6d818dfc80ad
217596,2857,Solar8000/ART_SBP,9177a70fd09838dd3fb7f34297a6f0de00d661e6
217690,2858,SNUADC/PLETH,c34cb6402c6f976c548023180d71708945471cb5
217691,2858,Solar8000/ART_DBP,6541c9434859c04ee28bd0abc37618bf4bfb63eb
217692,2858,Solar8000/ART_MBP,19deff896725a7ec141bfbc6be3179caec8ef9e5
217693,2858,Solar8000/ART_SBP,9c0a78376621ed74fcc5a192b636d1b4f164ecbf
217768,2859,SNUADC/PLETH,3425ad8fa5c32a7984a3f80ce58bb567ada1be10
217769,2859,Solar8000/ART_DBP,88e08d4190edf1ff1e975cedbf1f134962f0ac72
217770,2859,Solar8000/ART_MBP,7b7e8f82c54b48edbe21adc1e341b663a1912307
217771,2859,Solar8000/ART_SBP,483e7d35ec8363e7223f50cbc32136d63eb89784
217857,2860,SNUADC/PLETH,3c87c4f74d6c83506adb692db25efd5862545c27
217858,2860,Solar8000/ART_DBP,c6d53a5ae07ad7a7c4c66e722882351bc4890276
217859,2860,Solar8000/ART_MBP,24db72b95c6511bc27329a533b9fa225d46c98a3
217860,2860,Solar8000/ART_SBP,b23d74cdb6e7a510d455fd16ad624f12e099901a
217942,2861,SNUADC/PLETH,41943c0394d697af16eeb0c08f037730247f51c3
217943,2861,Solar8000/ART_DBP,48e3de1d18ed9f57440e9ff8a7337d408862223e
217944,2861,Solar8000/ART_MBP,fa5e95f6a98c6057c0d915bf841355211f4ff6a2
217945,2861,Solar8000/ART_SBP,0608125d05e9016dc0e608933dbef376a522fb5a
218096,2863,SNUADC/PLETH,d68d8b94cf44635ae42f3fdba076715deb93346f
218097,2863,Solar8000/ART_DBP,0a348f28d22e94008ffcc6f57ce4b896bf484703
218098,2863,Solar8000/ART_MBP,0d0cef21fdce297add0f4a358a43d8af4c4591fb
218099,2863,Solar8000/ART_SBP,8402960c8f088417e2925f9f4c879caa0ff5a1e0
218181,2864,SNUADC/PLETH,5b72ee4f0fb149ffbbe7004f3a0d5e465c3e11e1
218182,2864,Solar8000/ART_DBP,72516d6931774c8b34b7947951a7a85893d02729
218183,2864,Solar8000/ART_MBP,cfee0621e50d86c2744503797de0b82c9b83ecc9
218184,2864,Solar8000/ART_SBP,7f6c6bd5cfbcd13b31a7c7da6f8d0e3cabf15475
218499,2868,SNUADC/PLETH,b1ee795f7435481d64ea1990cacac448f9a59cba
218500,2868,Solar8000/ART_DBP,5e5e08220601e7ac48604729ba13b3af28ea5815
218501,2868,Solar8000/ART_MBP,325d94a431dbbf3fdab8fb6d8f0d12e78e570bd6
218502,2868,Solar8000/ART_SBP,fe72a82b167633ff87c218314bb75478eefbf08f
218576,2869,SNUADC/PLETH,31febc176e0b84b06581bf7bfd97392863947e53
218577,2869,Solar8000/ART_DBP,8ddd135e8e4e65f7c0811bd07cb5b7156484e91e
218578,2869,Solar8000/ART_MBP,a6a1f57ae23b19a96807d373e362b4cfe56677cb
218579,2869,Solar8000/ART_SBP,62062286d95b0610d804004606b4c1ee892efa27
