,caseid,tname,tid
218648,2870,SNUADC/PLETH,bde8d0a6fa3ee72a7b8a3df804c48f015a10fc1f
218649,2870,Solar8000/ART_DBP,3ec482289229237d2728be9ccd9fada1aacbba5c
218650,2870,Solar8000/ART_MBP,cac85196c5d98fb845a518926075577f9c036a2f
218651,2870,Solar8000/ART_SBP,5e4db25718f223746992636465af2831080c6d63
218724,2871,SNUADC/PLETH,31600372291e9d649e102d4269fe481d16f22add
218725,2871,Solar8000/ART_DBP,5635561b65bfc6a413abe7c21224b0ae97014374
218726,2871,Solar8000/ART_MBP,5570940e06fff0cf549d0580e7bae0de4edd9af4
218727,2871,Solar8000/ART_SBP,ad40aaf8c97bd687dd657f939a009fc65394b8c7
219135,2876,SNUADC/PLETH,9a15df4c0737cf0dab8f2ef5847b3bcf9182ac4c
219136,2876,Solar8000/ART_DBP,13f8407539b7802a41c9c4ccf03afadf07adf662
219137,2876,Solar8000/ART_MBP,8ddd466e5294d7bb983b77058c41e7499b6dcb52
219138,2876,Solar8000/ART_SBP,d1a3167460c18bd0e49b1d568a528c3ce3990cff
219214,2877,SNUADC/PLETH,0fdb40d1637688d02753c2b7542a89486188d7aa
219215,2877,Solar8000/ART_DBP,295e37c040d91e77d1220c7a87e40dbcb1841a28
219216,2877,Solar8000/ART_MBP,a315f88b9d17472afb456fb099597f71a7a81391
219217,2877,Solar8000/ART_SBP,29c677db5f08525384bf799a469fd732d8abaed7
219653,2883,SNUADC/PLETH,e7bbb3fad19e35390647210bb6748b641f560140
219654,2883,Solar8000/ART_DBP,59019f401a4da04bd93e9d42483b8bdb0b731bac
219655,2883,Solar8000/ART_MBP,f32de9a4cd32a35c0e94a2e06bf6fe9355752991
219656,2883,Solar8000/ART_SBP,277de640ceac3e01867a05600526686bfea855c2
220054,2888,SNUADC/PLETH,a15362e61c866114f01ad669ce4fb0e68572614d
220055,2888,Solar8000/ART_DBP,90b867214377a07cea64f64137d0f0f18aa27d72
220056,2888,Solar8000/ART_MBP,53051cc66c18032d680e96dc9c3342e87f1e1207
220057,2888,Solar8000/ART_SBP,7b3e8a4bf62b0c8b4879f0b219d059b820dedfb1
220133,2889,SNUADC/PLETH,294d1c4c5dd8919a0d56b54d058c4b9fa7eb547e
220134,2889,Solar8000/ART_DBP,7f36bb1a5b885dd8acede7f1c390cdad72d7fa80
220135,2889,Solar8000/ART_MBP,7cb67b44ceb543a7528997b34f803f658cdaccb2
220136,2889,Solar8000/ART_SBP,5ace4302871c94a00f881aa42586756f08e4fc4d
220214,2890,SNUADC/PLETH,8ad627cea8355deb7520cf746bbe7fa58bc0e706
220215,2890,Solar8000/ART_DBP,181fa68590cfec97f77d64b53df1fa631e2b83cc
220216,2890,Solar8000/ART_MBP,db55a5de2a9e2e3a822b72e41e045aca929b765c
220217,2890,Solar8000/ART_SBP,3819533f19df357f9bf2697da64d8eb1462dc0d3
220292,2891,SNUADC/PLETH,ced3ebcfe9c98172dee894b63b0df1a65da714ba
220293,2891,Solar8000/ART_DBP,b37163021ed38605f14b50d8b580bafce47da358
220294,2891,Solar8000/ART_MBP,2c1d069e39716e384294c083ab0a0485747bd9cf
220295,2891,Solar8000/ART_SBP,a622fe3623ba288aa883984dbd2627dd279d4ee2
220575,2895,SNUADC/PLETH,b439f8d56eff57490937cad0952c7c1506bfca64
220576,2895,Solar8000/ART_DBP,c895c18b7d46cf842bb26c72ca56818fd631ceb4
220577,2895,Solar8000/ART_MBP,93c6a4ef4d37bcc83da6f7a2743c300c8048ddaa
220578,2895,Solar8000/ART_SBP,22734d91a2406880aa78e20c5bffbdb35102ec44
220952,2900,SNUADC/PLETH,4f1addb9e725f8078fe41f79cde8df112250bf31
220953,2900,Solar8000/ART_DBP,6e3c923968f9fb8fdb82862184713e061911ff5b
220954,2900,Solar8000/ART_MBP,bd801f8d4a368250aeda9899423ae3781929bc0a
220955,2900,Solar8000/ART_SBP,ed3dd84e640e7baac528f00dfd042381eb8086b7
221148,2903,SNUADC/PLETH,43c44abbcc5314db01254207eb4ea3281455ba1b
221149,2903,Solar8000/ART_DBP,472b7365ef5ed9c117cd992b1e356bbc733fa94f
221150,2903,Solar8000/ART_MBP,7fe6febe727cf233b9293455f55a8bab84d66437
221151,2903,Solar8000/ART_SBP,1315a814975ae9dd8209b9b73ec2b92acba6175d
221299,2905,SNUADC/PLETH,ef72e48bcf25351afbc9905e2829d49c45411a71
221300,2905,Solar8000/ART_DBP,03d13ee1f705cc8a5758be793661efd63287c23e
221301,2905,Solar8000/ART_MBP,46138efeb6c58cc75b84f8606bd05719d8838741
221302,2905,Solar8000/ART_SBP,2b47bc5e356c29971ed0f36bfaef7a104ffb006e
221381,2906,SNUADC/PLETH,cf711ab965ed82c7b4399e275fd4732fc64a2542
221382,2906,Solar8000/ART_DBP,1592b277d2d1b0e9c5c10fd0438d5c9e3e46a537
221383,2906,Solar8000/ART_MBP,56bcf3f9473e78a70606a4b293eb14a11708a6a3
221384,2906,Solar8000/ART_SBP,df50dfe224437fdab7b983c1927ba72f4503e19a
221600,2909,SNUADC/PLETH,c86327657301b1c8a45254aaa28d6d7f992d6149
221601,2909,Solar8000/ART_DBP,0760fd8b15e56e884cf740b472f19fa241f98dcc
221602,2909,Solar8000/ART_MBP,6e15fd7d06763854eee6aa63eec667121524e046
221603,2909,Solar8000/ART_SBP,4c5813b37a493767aa95d82d6bd70629e2a76559
221675,2910,SNUADC/PLETH,b4b2f071fe9c5caf111cf546c40fdfe4178a51dc
221676,2910,Solar8000/ART_DBP,ef6c0c50e332c91c98874b36c3e4f92a7b1afefd
221677,2910,Solar8000/ART_MBP,ee87be2d303f5664d6b393fd1864135106b62bdd
221678,2910,Solar8000/ART_SBP,fe9fc869ac5eb44a41bdf3826162f308cc8eeb46
221758,2911,SNUADC/PLETH,7eb7c701ddcf9cfc2d1a62a064c96d49fb55e407
221759,2911,Solar8000/ART_DBP,861ff8ea4a242c77757a5d63fb9090323768a08a
221760,2911,Solar8000/ART_MBP,3f7f94665339bc551cb386176a34ffb399cf7a2a
221761,2911,Solar8000/ART_SBP,ed5e8807f0e04e6afa7237eda5d5d424b0532e83
222000,2914,SNUADC/PLETH,e0d581ec3302caa196a6b39a5c38f3cbe42241ba
222001,2914,Solar8000/ART_DBP,ffb38ad3a149b92a6c8af4a81a587c34ccbdd186
222002,2914,Solar8000/ART_MBP,5923ee92a4c162d82d9e7ebee4db7c026a08aeb0
222003,2914,Solar8000/ART_SBP,60fe4dd5312244a9e366ae25540add10ef490eeb
222071,2915,SNUADC/PLETH,c886e99032047a441e0677cdd34669ad304013d2
222072,2915,Solar8000/ART_DBP,29382160058d0afaaf99025314d83299dd94e278
222073,2915,Solar8000/ART_MBP,f7e3499f5e9824eea06df2e1989a055fab844ea5
222074,2915,Solar8000/ART_SBP,fd92a012f2f3a25a7fb4dbd75ca8b5bfa5e60632
222384,2919,SNUADC/PLETH,fcec25e7461b7555cc5d89dc3cfd5a24446b9ddd
222385,2919,Solar8000/ART_DBP,d10561fc086fcb8b268b67d26d57a1f6011491c7
222386,2919,Solar8000/ART_MBP,5b9b202d7ca68a5937b6829d000db130f5b0cba1
222387,2919,Solar8000/ART_SBP,2c00e0c13c486e84f49fcf1fe7750ee8c0425fb4
222624,2922,SNUADC/PLETH,2275fd250bad10e909517839c7431e039a56444a
222625,2922,Solar8000/ART_DBP,8a571b2baa9b6399da215d9289d862b47c5e9c0d
222626,2922,Solar8000/ART_MBP,189cebcd60c1270672af31b46ded2a19e6dec784
222627,2922,Solar8000/ART_SBP,797b15c9b5377e8a15c1c35f89d40b8a10241f0c
222786,2924,SNUADC/PLETH,3f47394cd8c95aac6d8e5eb50bd84f295b0360f4
222787,2924,Solar8000/ART_DBP,378d09c1bd7dfda204dab6d0b9ff4f3c282d5310
222788,2924,Solar8000/ART_MBP,7d084b0ce05197b4851afdd519b284e5ddeeb974
222789,2924,Solar8000/ART_SBP,8054ef559ba58ccb4a026bd72cb0662b48c95a3b
223022,2927,SNUADC/PLETH,011ef69bcc6fa83cbf7bec9a0f231d8dd3443a7c
223023,2927,Solar8000/ART_DBP,8601a953d8db873e512f4802d99359b3f5c571cd
223024,2927,Solar8000/ART_MBP,f3a6fdf0764f7bc828015b84120d848fe9397c1a
223025,2927,Solar8000/ART_SBP,2c09db68d5daf94718a7f68fcc603e9028c6ef3d
223166,2929,SNUADC/PLETH,e6b95e2b1ac19703cca8dac5a7803a562901e690
223167,2929,Solar8000/ART_DBP,1b97ce64a6fbba605b5a02b6e3108045be33444e
223168,2929,Solar8000/ART_MBP,a2642cdf702148fcfcdc81c9b002a949701e4d00
223169,2929,Solar8000/ART_SBP,da6da67d196cb3200ca02dc04ae84075ef6905d7
223257,2930,SNUADC/PLETH,bad208cc8d6b6e0f288b2204fdfed55c64c168d9
223258,2930,Solar8000/ART_DBP,90ffbc008af77b5d0cbb083db001ac619080ecc6
223259,2930,Solar8000/ART_MBP,b8e019c5fffdac9baef0d647e793562a5fe397aa
223260,2930,Solar8000/ART_SBP,8f0861ca4c22a4060859e62d505e260dfab39ced
223340,2931,SNUADC/PLETH,f725b039e056c2ab470937224c95c4b53b8f232c
223341,2931,Solar8000/ART_DBP,428a0a95ce0b5831bcd6457b4bb27606a105e15e
223342,2931,Solar8000/ART_MBP,0022fdcc9401a59773ec83b4881d50c80834ebd7
223343,2931,Solar8000/ART_SBP,2f4f6ec594462a2fafdc53aec70938c22f795b81
223645,2935,SNUADC/PLETH,87e7e52581ef0a127fb51dd6c038e674fa383ee9
223646,2935,Solar8000/ART_DBP,7ee739d24d8867e2c72978c15f623c683f093924
223647,2935,Solar8000/ART_MBP,cd8ad4cfbf4f9d6d3a25984463af9a5ae0ae9dfa
223648,2935,Solar8000/ART_SBP,88081373fea2d1cb25610a4d97db397ef0daa03d
223948,2939,SNUADC/PLETH,12c6c0b3fea34a0d299434bc1923dbd87d19766e
223949,2939,Solar8000/ART_DBP,12168bcb1988e9e097bca59e5a0b2c5394d71589
223950,2939,Solar8000/ART_MBP,d2f2134d68e6498b1a21016967443e782913f83a
223951,2939,Solar8000/ART_SBP,b18280a9df784b4f3b3e68061d98f2314065462e
224023,2940,SNUADC/PLETH,72e41ca3cdb5a5e31fa83739c16f0683221b7561
224024,2940,Solar8000/ART_DBP,a75c2332dfeeed31513cc105f84f016e7003850f
224025,2940,Solar8000/ART_MBP,c73c2b8f3c20a6df4b3d4ec5e2a99e7393a8d549
224026,2940,Solar8000/ART_SBP,f155e031ab0530340233bd78bc27326a711056cc
224266,2943,SNUADC/PLETH,f8902db3cdd86150e1dc1e539635f9b0a222d748
224267,2943,Solar8000/ART_DBP,689b9086e1743fd5b9cea35f00b1ca27f2853713
224268,2943,Solar8000/ART_MBP,029e5966a9a650b885a336df01a09963c684672b
224269,2943,Solar8000/ART_SBP,2fdceb9146a5b2485f6636c1a715385ef58b78b2
224351,2944,SNUADC/PLETH,879bada4ca63a8693759ba35b19ac6d8e3d28771
224352,2944,Solar8000/ART_DBP,b1949aa856cc46d9f675c08d555d2ca0f407e1cb
224353,2944,Solar8000/ART_MBP,69dd8ecb053bd99a696209ddce3959c0b31ae86a
224354,2944,Solar8000/ART_SBP,bd84f9fba199ba9a4bc55976ff93f5bf8ecce3fa
224530,2946,SNUADC/PLETH,aaec7899dd4d8b231076d5dd1c1cb42ec1e7259d
224531,2946,Solar8000/ART_DBP,acad0622a844a951478acff5af94241829e6c570
224532,2946,Solar8000/ART_MBP,8beaad3e126b586b4d7c7f62067873b4d6afb126
224533,2946,Solar8000/ART_SBP,43b0c7fb1cbcf34e0976f1ab57ed0521115bcea4
224605,2947,SNUADC/PLETH,858dded0689a497f7ca4f57025ca0d501b474ede
224606,2947,Solar8000/ART_DBP,02ffbd01c2ee212dfb4b50bfab49672ef64caabe
224607,2947,Solar8000/ART_MBP,0dfff28f82ccfe68ea52204bb804eb121cbe878e
224608,2947,Solar8000/ART_SBP,6d7a380ff25a5bb615752f2542b1a72b1616978e
224681,2948,SNUADC/PLETH,8797d77e535f2187f9409abee5aeb78a583328fd
224682,2948,Solar8000/ART_DBP,65242ac8844016f1d178174a92fbd058e0fa3ec6
224683,2948,Solar8000/ART_MBP,8a09cd5cba15b1754f73fc444c8d4ffea9ecf503
224684,2948,Solar8000/ART_SBP,f60fe8077860a8601638f74eee27aee1e8fde184
224760,2949,SNUADC/PLETH,0ca1fdd5f064ca8fdc78541b38e6ea8057b0a014
224761,2949,Solar8000/ART_DBP,cf2b587b096d99b7f1e232d7cbcc5ee30e4134c8
224762,2949,Solar8000/ART_MBP,e8ea76acf1e2d0e36ccc8d9070c26975930a88b0
224763,2949,Solar8000/ART_SBP,7f2fe239144d959f4a6b4584e49cd0880791c573
224917,2951,SNUADC/PLETH,5124e20db8e7d2fcf9cbb837de14e6bb65f0ea8e
224918,2951,Solar8000/ART_DBP,41c32869ecce0572dea4be9221bbd2d8b7b837d8
224919,2951,Solar8000/ART_MBP,0f6d38e15893beff9ed27ca2e046a6d170486d12
224920,2951,Solar8000/ART_SBP,686b0cc9397af6700522bb3a4bc59fd2181f7a44
225015,2952,SNUADC/PLETH,6bb8bb496442b9c79dba4ade3d794b534768e712
225016,2952,Solar8000/ART_DBP,62ca583960de59df7c02e8a8ce5720123faba0ca
225017,2952,Solar8000/ART_MBP,dedbd0be2778834e78674fcbba90aa3273b51fb4
225018,2952,Solar8000/ART_SBP,18d97028e521f5ec98a88bf11adfda44a3ddbc06
225186,2954,SNUADC/PLETH,d0d2a716bace81b10816471b226d34052f88900d
225187,2954,Solar8000/ART_DBP,17e051f516e938f118366910592c2e6245627d00
225188,2954,Solar8000/ART_MBP,55d07db080c5687fd9a89a1deba55a59c9216bc2
225189,2954,Solar8000/ART_SBP,04215e930b37a0020145edfa49e252f77fd3c1d1
225277,2955,SNUADC/PLETH,024bd0bb6cacf9a1788685b1bfd996b72166d7f2
225278,2955,Solar8000/ART_DBP,c611758170ecdc1fcd74b2252ef315ee73bf9ccf
225279,2955,Solar8000/ART_MBP,7820afaa23cf1bfc658e1881f8e2ebed4cc22c88
225280,2955,Solar8000/ART_SBP,26b214cddfac093124cb85358bdbe0dd81256c95
225356,2956,SNUADC/PLETH,a4b6a01bcef7b1578339292a8a2de1c020a5b9e7
225357,2956,Solar8000/ART_DBP,f9071b8dfa7e3511adb71917002437a29a0c7f6d
225358,2956,Solar8000/ART_MBP,f172b0a9ae605dbdb11b5812a9eebae30a8c5489
225359,2956,Solar8000/ART_SBP,5e6202382124a587df09825dd1bf8848de6845f8
225512,2958,SNUADC/PLETH,02a0ce591c7a36d8a3b48daaf7249ea298edb67f
225513,2958,Solar8000/ART_DBP,415034df12995039cd12de33320c245b814a08e4
225514,2958,Solar8000/ART_MBP,8729a9a25f814c25be21c3c0b5e147419a73fb90
225515,2958,Solar8000/ART_SBP,f5bec06c0d47e9420460ee0c697b5519a2aa546c
225587,2959,SNUADC/PLETH,d70bf27bf8ac2a7e6158453ea0903eb9ec56ede5
225588,2959,Solar8000/ART_DBP,ee18c418b4894af5a88f2c1891c47c0f3dad8a44
225589,2959,Solar8000/ART_MBP,52e213181553b2cde63f99e44a9ec20ce5c63d0d
225590,2959,Solar8000/ART_SBP,e74dc7e88d98e3aa4beaf46b82bcb323a8dcb89d
225659,2960,SNUADC/PLETH,5021ae23aeaf51fb5ec784e442e8f757ad0e10be
225660,2960,Solar8000/ART_DBP,c41eddcf1425cd5d5abba3c6b04db8674bde1c2c
225661,2960,Solar8000/ART_MBP,65dd4fa057d92eb5bbfb11ea038455c37fcb9596
225662,2960,Solar8000/ART_SBP,ca6fb504bd25f5146f3b92f045aae0703b67c75e
225731,2961,SNUADC/PLETH,5ced5c97c9e9cffeccdb3f5a97798c5bfa064902
225732,2961,Solar8000/ART_DBP,ebf71ac9da8a045c087ea85fe5ba1d8ed3607be2
225733,2961,Solar8000/ART_MBP,6aa17c10aab4b3e18e5a56c1b09061b38a49de8e
225734,2961,Solar8000/ART_SBP,5f335c7e05fe39723c45db13c0f90c6921a10376
225956,2964,SNUADC/PLETH,39648656fd782653d367444c2bd44012fa55af51
225957,2964,Solar8000/ART_DBP,94d72d777fb4f17c30d64a764e887cd146c05b74
225958,2964,Solar8000/ART_MBP,722f567fd9ef7ebf32d00ac7a313da09e82918c8
225959,2964,Solar8000/ART_SBP,568bbfb46e4e56f1a809c210e25dfb5f4effb37e
226117,2966,SNUADC/PLETH,fcdd809625f0a34bc5f12ba131bfe791b542945a
226118,2966,Solar8000/ART_DBP,173854367ac4ad4602d93c1315832e90891cbfe2
226119,2966,Solar8000/ART_MBP,f3299b149f412ba9ed6decb1374f6e0f463bca97
226120,2966,Solar8000/ART_SBP,8ea1b016333fcfe6e620c3fd061fcccc411fc3ac
226336,2969,SNUADC/PLETH,782e0d1308cfc1a0fff8950055d3ae798a75034b
226337,2969,Solar8000/ART_DBP,c9cc671f435cdedb794b86688ad529926aeba25d
226338,2969,Solar8000/ART_MBP,4c637e6c98694e3e2dce8b6e5ac46f5c22b6fc12
226339,2969,Solar8000/ART_SBP,5a7b17cc9b5535c070a22489da4ad57cc8d5e446
226407,2970,SNUADC/PLETH,b42cd6ab3f88a9414ddada78e0e76dd51efb86a4
226408,2970,Solar8000/ART_DBP,b513bbf1ef2fa615f8eee15de68292b30dfafb47
226409,2970,Solar8000/ART_MBP,1de605f1f21d1c3dcf6b2a3251df0e88642f2b8d
226410,2970,Solar8000/ART_SBP,9e13a94bcc90aa3cb528c9a3a01c89107b479ff5
226487,2971,SNUADC/PLETH,c39f0546670229269b52ebb2c08e53b65b879664
226488,2971,Solar8000/ART_DBP,8cf881d715abfd25531366c6f84260db1150c511
226489,2971,Solar8000/ART_MBP,5a08c58d46da42b9e27289ac4c1a6773aa8792db
226490,2971,Solar8000/ART_SBP,36ad59504f8c49b46489fe3fee37feabb96266a1
226580,2972,SNUADC/PLETH,2a4a2acab90b6f47c015cd19837578be479739a4
226581,2972,Solar8000/ART_DBP,a0f2d2edf33dad6c307c9e85622e334eb7b49337
226582,2972,Solar8000/ART_MBP,1d1e7eef7a61a903011548a3ce126d390f3bdecd
226583,2972,Solar8000/ART_SBP,a791c3dfdeb3d8399c306a80f8afdcab8e9ecb67
226743,2974,SNUADC/PLETH,079424157f8a857f1849429f05e54927a303b1d2
226744,2974,Solar8000/ART_DBP,b8ae5cd97ee809d5f3d5fb48df12762e1dccc18d
226745,2974,Solar8000/ART_MBP,f4eb3a316759c3f795a7345181ed6cda47bc9b7f
226746,2974,Solar8000/ART_SBP,8c82ee68d6fe614e8cbfd008544c16ae73441176
226825,2975,SNUADC/PLETH,65fa0831cc824e39545b9639f3b08f5cb5b16043
226826,2975,Solar8000/ART_DBP,328d38a3a93f600608e3f73c7e691c15cf6917c3
226827,2975,Solar8000/ART_MBP,20b45d69326c69c2d388d3e4fb4125debaa2e97e
226828,2975,Solar8000/ART_SBP,3af8e7598bd63c8310775920081f5a8351886ab4
226984,2977,SNUADC/PLETH,f3f4e761226ff52841e81b2a7da55a7e6ce47c96
226985,2977,Solar8000/ART_DBP,8a39de59ad74df1c49fe5c64bef6e6bcd881278d
226986,2977,Solar8000/ART_MBP,4e706f2d3c770e13c41647a4f6ad39772ec063b1
226987,2977,Solar8000/ART_SBP,744a8ce484047a389d01e669b92a6d546e2afada
227210,2980,SNUADC/PLETH,6ecf8df76a68fd5978b0900580d8f9b5cb9c527b
227211,2980,Solar8000/ART_DBP,1b21b925f5cec8e1ee79ee1464abc294648a2db2
227212,2980,Solar8000/ART_MBP,a56ad8081881a4dff4d8f3dc1f09a1602f795998
227213,2980,Solar8000/ART_SBP,0d7f4e134c55b11b3685ee9c631613c11938cb13
227292,2981,SNUADC/PLETH,4836ac7300b70af7ce5793164f7d049f10b066c2
227293,2981,Solar8000/ART_DBP,8f31422b3ef44008831faac5725cea8938942527
227294,2981,Solar8000/ART_MBP,7657badbaa526129cb53541815b5563b690066a8
227295,2981,Solar8000/ART_SBP,2de073f38121afe4f51d38a28b7bec6b54c9c610
227373,2982,SNUADC/PLETH,a868fb3d78647912fca254da8012272ae3029276
227374,2982,Solar8000/ART_DBP,7998861cadb61f835a546e07255b56df9e1dfd37
227375,2982,Solar8000/ART_MBP,7f0a0869d7dae114f6ebc77cd2201ae6e86368be
227376,2982,Solar8000/ART_SBP,cefb9072e19b46fcca746acc3e0f156e364bdc19
227686,2987,SNUADC/PLETH,8e8becfbe0c36f96153432cec1373d730c81688c
227687,2987,Solar8000/ART_DBP,77b306be8d7b81577370d7a87fad4fb634d7a655
227688,2987,Solar8000/ART_MBP,8ae2700fd881544c15a8643abd1c6217368dd03e
227689,2987,Solar8000/ART_SBP,757fa9ec6c1208914f3d6680760fc73c8de57e6a
227746,2988,SNUADC/PLETH,72ddb4183e20ce8283761f643b45d15e41f9c0c8
227747,2988,Solar8000/ART_DBP,64b2f94bed35e293dbed3ede2f3e0eaa93a2ed44
227748,2988,Solar8000/ART_MBP,015495fd57ea22a81b5235b637438b3eae7b3b9b
227749,2988,Solar8000/ART_SBP,0a5f20f80c6a631a93411ffda5aa4580bdb9232e
227979,2991,SNUADC/PLETH,073c80da6ff34b1cc20f62b3a17c592b10b36db1
227980,2991,Solar8000/ART_DBP,83db84fd066e27a35fded1e9c6a0112ee679d0d9
227981,2991,Solar8000/ART_MBP,05c158c4f25b392bebff37b50615c5a3b707fc49
227982,2991,Solar8000/ART_SBP,99e841b980911680d6ca7ac8a2c434cd7f66e32c
228060,2992,SNUADC/PLETH,45e1c2cda23ba3a3bade9b17d5966d942a986acb
228061,2992,Solar8000/ART_DBP,1584283a048c1e7bda5d2e806492a8af2b2cc5fa
228062,2992,Solar8000/ART_MBP,7109cf22dfde1b27ca1e4ccb0191a181f2fc7879
228063,2992,Solar8000/ART_SBP,ebc40fbb6765001e3f4d5d0f81ba97adf7a931b3
228137,2993,SNUADC/PLETH,67550099d3bd9bc2696d646b6234ae91f2adae78
228138,2993,Solar8000/ART_DBP,efbd30bbf81de7607249e2c93e942c0a7e96aee3
228139,2993,Solar8000/ART_MBP,4ecb4dc742736eb4863303d50873dbd2855db090
228140,2993,Solar8000/ART_SBP,349ee1df22c9cbe3b35841ec56a906e330c3848d
228484,2998,SNUADC/PLETH,620acdffc56668d5cc2d41e04903ffb7a7d19252
228485,2998,Solar8000/ART_DBP,3167085be894190a867faa9585284290b99e9c93
228486,2998,Solar8000/ART_MBP,c77d9ef26ed630197e649edbb856f18657636991
228487,2998,Solar8000/ART_SBP,1419d5edee721138ef7ad38be9a635f4c98527fb
228569,2999,SNUADC/PLETH,b9f63cf161e6b99a424c4f570806bdfc11778fa4
228570,2999,Solar8000/ART_DBP,b2953c152533e28bebd665839bb7ea4e3fd9ccdb
228571,2999,Solar8000/ART_MBP,9bbc31af60f588803a30b50cf058a1dfce47813d
228572,2999,Solar8000/ART_SBP,90bd00339bf86dc927a9aea2e50161e6b8806f85
228662,3000,SNUADC/PLETH,cca33c3b5f3bb97f09ad26dd2fb9f83d86dd1c2c
228663,3000,Solar8000/ART_DBP,a2b3220ec2f8b5ac4c45866623e65b691456ee66
228664,3000,Solar8000/ART_MBP,ad9b431140d6a9c1ce57abedcad9633a19a93d06
228665,3000,Solar8000/ART_SBP,28e8f80cf738fe018da4545bd97b43e5e9f5f4d6
228741,3001,SNUADC/PLETH,4e957f0d507e24fca53185eb9150c6519ffedf90
228742,3001,Solar8000/ART_DBP,e72462c2ccf8d4c0ae038fce98dcd77182a45572
228743,3001,Solar8000/ART_MBP,3195944208a589a318af9c5b9da7479e254ca409
228744,3001,Solar8000/ART_SBP,88f6e7949564ca10777f79278ae0b3ca282e6f8e
228856,3003,SNUADC/PLETH,13b8470b9cc557ff873117e33423710fcef4037e
228857,3003,Solar8000/ART_DBP,67cd3e65d921658f0d56116d239348986352bc33
228858,3003,Solar8000/ART_MBP,0adbc96891146db260f022cd4a4500b1c344db62
228859,3003,Solar8000/ART_SBP,2f7eb6858c53a270816de2a9051677bcc0b309c4
228925,3004,SNUADC/PLETH,99c1afc99b567d3c4925e015946e6a5e57deb1a2
228926,3004,Solar8000/ART_DBP,e4253da9ffa9edb0c2c86105c19bc5064b8e2712
228927,3004,Solar8000/ART_MBP,c03087f7ad5cc1ea8ed1931cb1903eea35ba3e45
228928,3004,Solar8000/ART_SBP,847fc30b87faeadad5f3f2b1c7c2143716450974
228994,3005,SNUADC/PLETH,1f1bcb2751f5a9d1fa401882083cfbdf8d9c02e7
228995,3005,Solar8000/ART_DBP,a3fcbf023709885a6598d1a83fb910f401844c79
228996,3005,Solar8000/ART_MBP,758cafa0b6e2562282757c718563cb3323ef7c1c
228997,3005,Solar8000/ART_SBP,c1fff6929c3d871a2542da1b75319c0540b8aaf1
229073,3006,SNUADC/PLETH,308597c14b512034bac6c79481779c901ac6f02f
229074,3006,Solar8000/ART_DBP,1e4ae9022ef3d0babce6640d86afbd5db18ed5f6
229075,3006,Solar8000/ART_MBP,7a80a3b27d29e3ebcc4f7be11f3ce924fa6a2f73
229076,3006,Solar8000/ART_SBP,cb029b3c825095bed6e68b663770f41e9725e556
229240,3009,SNUADC/PLETH,0d257a366d7d44554177e3b5bd8c562f29f5af01
229241,3009,Solar8000/ART_DBP,52bb8879a708874e68536e0b09dafa99b67b7a6e
229242,3009,Solar8000/ART_MBP,bd30d012412d817c22a648f86540c573d0585e3d
229243,3009,Solar8000/ART_SBP,34e43e2bf050394831183ffc163502d521433b81
229320,3010,SNUADC/PLETH,2cf03f08da47bcf573507a7cac6c8204e286c6bf
229321,3010,Solar8000/ART_DBP,de760796ec2944b55b238e27593816cd5ca9996f
229322,3010,Solar8000/ART_MBP,d8efcf542f2a11c12bfc125ddbc3a337894a9595
229323,3010,Solar8000/ART_SBP,9d0e318b24459638242f05ab55450360cb731f89
229467,3012,SNUADC/PLETH,8ebb17bb1b355081e4f105f502b1f2b8fc5bea97
229468,3012,Solar8000/ART_DBP,9d7ec0318f3d917d4a7a491901466007cc2c5985
229469,3012,Solar8000/ART_MBP,2655c27ebaae1155b05d06a2b0033072f19750ad
229470,3012,Solar8000/ART_SBP,825c4fd9977a7cb7383bd4c10d226ae4b16f718b
229627,3014,SNUADC/PLETH,48561914b896d04074ab982519eb02adc2b6f3fb
229628,3014,Solar8000/ART_DBP,1a20cecf56c1807eaf595473145f29ccee05fe6b
229629,3014,Solar8000/ART_MBP,035a6b5835fd2865315c5650da362ba4ca851909
229630,3014,Solar8000/ART_SBP,dc2551cebfc451af5b86dfbb2e9521d5881640c9
229709,3015,SNUADC/PLETH,cf94409d4a607062f4b6db91d3b6728b621a2126
229710,3015,Solar8000/ART_DBP,6a33d7e0e98a50052e8278f886b37f09fefecdc7
229711,3015,Solar8000/ART_MBP,50df88eab578af8f016d2f27f87c0624c9043118
229712,3015,Solar8000/ART_SBP,f0891fac4e44fd6aad70005d414bcf0b229a9c4e
229993,3019,SNUADC/PLETH,bf2387ee5fac79c57c3dde96180f8447cff2e3f2
229994,3019,Solar8000/ART_DBP,08af0e7dec3ca64b836ab06b2767b8c4cdf6aa98
229995,3019,Solar8000/ART_MBP,0f31177f426f78d2e8ae4d150917248592cfb133
229996,3019,Solar8000/ART_SBP,ceaab998bd22ad78e8dbfc9c707af6f9ac25551e
230073,3020,SNUADC/PLETH,50353f87e77610b9612f69de86044abdd64e295b
230074,3020,Solar8000/ART_DBP,d49c00fc12ad46904d2c146093de964f8500e85a
230075,3020,Solar8000/ART_MBP,691b755bcfb12f3b0785582af4ec7076ba837dbe
230076,3020,Solar8000/ART_SBP,408b8ff64eb9962c853dfee9c7abb2c9ba7f242f
230320,3023,SNUADC/PLETH,3f1da3ad086804c735335f5d3a7ea5a66a9df05c
