Time,SNUADC/PLETH
245,0.8915838188889784
246,0.8899816316294937
247,0.8953222468135311
248,0.9188212727275407
249,0.9252303192355376
250,0.9204238737408348
251,0.9140150625046118
252,0.8921180075082256
253,0.883572801463358
254,0.887311486293871
255,0.8862435552604654
256,0.9027995759104583
257,0.9124126791853157
258,0.9060038287371306
259,0.9022653332057458
260,0.88410693599714
261,0.8696871965763145
262,0.8680847794536025
263,0.8707549949651167
264,0.8830386804509426
265,0.8969245638781324
266,0.8979927166619457
267,0.8937202353318091
268,0.8819707223748042
269,0.862744014182399
270,0.8584714125121017
271,0.8590056957809133
272,0.8659485928739996
273,0.8809026696491018
274,0.887311391644307
275,0.8835729434377045
276,0.8782320510656576
277,0.8568693604662807
278,0.8488583836047593
279,0.874430765490576
280,0.8749962481191114
281,0.8959192199088541
282,0.907229061317377
283,0.9200230162725723
284,0.9188215482253798
285,0.8983932448849383
286,0.8803686838503494
287,0.8815701062629306
288,0.88096900564129
289,0.8947883539741723
290,0.9116115078077173
291,0.9104100549720615
292,0.9080065256277289
293,0.895990202309793
294,0.8755618350808957
295,0.8695536460411611
296,0.8683519346093743
297,0.873158552163464
298,0.8929856803457328
299,0.8983931003753359
300,0.8965907051180253
301,0.8917841818754658
302,0.8677510028357959
303,0.8557345730371005
304,0.8557343144409696
305,0.8557343570332733
306,0.8755618685462773
307,0.8869777924944331
308,0.882170946767287
309,0.8779653218329246
310,0.8581378437853023
311,0.8401129724353564
312,0.8371088064212647
313,0.8347053227115432
314,0.8491251601622744
315,0.8635449519783944
316,0.8641456860019907
317,0.861142018774201
318,0.8485245326194377
319,0.82569294027695
320,0.8184831919208
321,0.8166807921000282
322,0.8214872423272097
323,0.8413144922017752
324,0.8485243926732965
325,0.8449193222663928
326,0.8383102896799947
327,0.8118737029882884
328,0.7980545539265421
329,0.7974536677875745
330,0.7950505672564729
331,0.8154788829182593
332,0.8274954587477109
333,0.8244912623105448
334,0.8214870750003013
335,0.7980545539265421
336,0.7794289789760739
337,0.7782270758789197
338,0.7740213596753347
339,0.7890420528419594
340,0.8070670550111246
341,0.8064659559106375
342,0.8028609828575712
343,0.7896426955963333
344,0.7794285143143204
345,0.7736606921022228
346,0.7743017671222382
347,0.7813515641374587
348,0.8012190647533232
349,0.8076279003280054
350,0.815135493333357
351,0.8096421987440695
352,0.7787424384100944
353,0.7650092019368755
354,0.7636358522126329
355,0.7650090732907333
356,0.7897287494348482
357,0.802088775260735
358,0.8027753631997872
359,0.798655602611649
360,0.7759957215769953
361,0.7513286266684496
362,0.7498497919216182
363,0.7483707250233279
364,0.7690760702385845
365,0.7927395305285301
366,0.7956975332718675
367,0.7927394837238005
368,0.777210676072695
369,0.7498497544778344
370,0.744673226274629
371,0.7409759896324155
372,0.749849679590267
373,0.775731478121162
374,0.7816473881261887
375,0.7831262135120743
376,0.7801685852065734
377,0.7461521995634599
378,0.7306231766105985
379,0.7306230455573556
